"actor","text","season","episode","title"
"Skyler","No, take the Talking Pillow.","1","05","Grey Matter"
"Hank","All right, look, buddy. I know I don't get to tell you this enough, but I care about you a hell of a lot. This cancer thing, let's just face it. You know, you were dealt a shit hand. But sometimes your luck can change. I mean, I can't tell you how many times I was, you know, I started with a shit hand and I ended up with a full house. Okay? I mean, the key is, you gotta hang in there. Man, you gotta keep placing your bets. Keep placing your bets.","1","05","Grey Matter"
"Marie","Hank, what the hell are you saying?","1","05","Grey Matter"
"Skyler","Please, Marie, let him talk. That's what we're here to do. Please. Go on, Hank.","1","05","Grey Matter"
"Hank","Right, well, look at it this way, okay? It's the bottom of the 9th. Bases are loaded. You're up. But you got a bum arm. Right? There's no frickin' way you're gonna hit a homer. So you can either let the pinch hitter take the bat, or you can hold onto your pride and lose the game. Get what I'm saying?","1","05","Grey Matter"
"Walter","No.","1","05","Grey Matter"
"Hank","You got your pride, man. I get it. Okay? I get it. If this Daddy Warbucks wants to chip in, I'm with your old lady on this one. I say take the money and run, you know? Somebody wanna to take this thing? Here.","1","05","Grey Matter"
"Skyler","Yes, Walter Jr, I'm sure you have about a million things to say, probably, and now is your chance. Go ahead. Just let it all out.","1","05","Grey Matter"
"Walter Jr","This is bullshit.","1","05","Grey Matter"
"Walter","Hey, come on.","1","05","Grey Matter"
"Skyler","It's all right. Talk. Tell your dad how you feel.","1","05","Grey Matter"
"Walter Jr","I'm pissed off.","1","05","Grey Matter"
"Skyler","Tell him.","1","05","Grey Matter"
"Walter Jr","I'm pissed off, 'cause you're being, you're a p*ssy. You're, like, ready to give up. What if you gave up on me, huh? This here? All the stuff I've been through, and you're scared of a little chemotherapy?","1","05","Grey Matter"
"Marie","Me, personally? I think you should do whatever you want to do.","1","05","Grey Matter"
"Skyler","What?","1","05","Grey Matter"
"Marie","You told us to be honest about our feelings. Walt's the one with cancer. It's his decision. It's not up to any of us.","1","05","Grey Matter"
"Skyler","Why in the hell would you do this?","1","05","Grey Matter"
"Marie","I wasn't planning on agreeing with Walt. But after sitting here and listening to you all talk about his future like he has no say in it.","1","05","Grey Matter"
"Skyler","He's not gonna have a future if he doesn't get treatment.","1","05","Grey Matter"
"Marie","I am a medical professional. I x-ray people in treatment every day. I see them every day, and you know what? Some of them are absolutely miserable.","1","05","Grey Matter"
"Skyler","Marie.","1","05","Grey Matter"
"Marie","I'm sorry, but it's true. And some of them don't wanna spend their last weeks or months being picked at by doctors. But they got talked into it by their families.","1","05","Grey Matter"
"Hank","Could I get the pillow back? I agree with Marie on that. What? Maybe Walt wants to die like a man.","1","05","Grey Matter"
"Skyler","I don't want him to die at all! That's the whole point of this. So either help, or leave!","1","05","Grey Matter"
"Marie","Skyler, I just wanted to do you the courtesy of giving you my honest opinion.","1","05","Grey Matter"
"Skyler","You know, Marie, this is not a debate club. This is my husband's life.","1","05","Grey Matter"
"Marie","I make one simple observation.","1","05","Grey Matter"
"Skyler","My husband's life we're talking about!","1","05","Grey Matter"
"Hank","Ladies. Come on.","1","05","Grey Matter"
"Skyler","How dare you?","1","05","Grey Matter"
"Walter Jr","This is so stupid.","1","05","Grey Matter"
"Walter","All right, I've got the Talking Pillow now. Okay? We all, in this room, we love each other. We want what's best for each other, and I know that. I am very thankful for that. But what I want, what I need, is a choice.","1","05","Grey Matter"
"Skyler","What does that mean?","1","05","Grey Matter"
"Walter","Sometimes, I feel like I never actually make any of my own. Choices, I mean. My entire life, it just seems I never you know, had a real say about any of it. Now this last one, cancer all I have left is how I choose to approach this.","1","05","Grey Matter"
"Skyler","Then make the right choice, Walt. You're not the only one it affects. What about your son? Don't you wanna see your daughter grow up?","1","05","Grey Matter"
"Walter","Of course, I do. Skyler, you've read the statistics. These doctors, talking about surviving. One year, two years, like it's the only thing that matters. But what good is it, to just survive if I am too sick to work, to enjoy a meal, to make love? For what time I have left, I want to live in my own house. I want to sleep in my own bed. I don't wanna choke down 30 or 40 pills every single day, lose my hair, and lie around, too tired to get up and so nauseated that I can't even move my head. And you cleaning up after me? Me, with some dead man, some artificially alive, just marking time? No. No. And that's how you would remember me. That's the worst part. So that is my thought process, Skyler. I'm sorry. I just, I choose not to do it.","1","05","Grey Matter"
"Walter","All right.","1","05","Grey Matter"
"Skyler","All right what?","1","05","Grey Matter"
"Walter","I'll do the treatment. It's gonna be okay.","1","05","Grey Matter"
"Skyler","The lady from the billing office said they usually bill the insurance company directly, but since our HMO is not paying for it, we can pay up front with a credit card.","1","05","Grey Matter"
"Walter","Good.","1","05","Grey Matter"
"Skyler","And then Elliott will send a check.","1","05","Grey Matter"
"Walter","I will take care of it.","1","05","Grey Matter"
"Nurse","Walter White?","1","05","Grey Matter"
"Walter","Yes.","1","05","Grey Matter"
"Skyler","Okay. See you in a minute.","1","05","Grey Matter"
"Walter","Elliott.","1","05","Grey Matter"
"Gretchen","Walt, it's Gretchen.","1","05","Grey Matter"
"Walter","Oh, hey. Hey, Gretchen. How are you? You know, it was really great seeing you two the other day. What a party.","1","05","Grey Matter"
"Gretchen","Elliott told me about the cancer. I'm so sorry.","1","05","Grey Matter"
"Walter","Well, you know, it is what it is, I guess.","1","05","Grey Matter"
"Gretchen","I don't know what to say except I'm always here for you. Both of us are. We wanted you to know that.","1","05","Grey Matter"
"Walter","Yeah, well, thank you.","1","05","Grey Matter"
"Gretchen","Walt, Elliott's told me he had offered to pay for the treatment. You have to accept. That money, as far as we're both concerned, that belongs to you. Even the name of our company, it's half yours. Walt Is this about you and me?","1","05","Grey Matter"
"Walter","Gretchen, I really appreciate the offer. I do. But we're fine. As it turns out, the insurance came through after all. So I am covered. Well, anyway, I really appreciate it. Thank you.","1","05","Grey Matter"
"Gretchen","Good, that's good news.","1","05","Grey Matter"
"Walter","You know, that really was a great party.","1","05","Grey Matter"
"Gretchen","Keep in touch, okay?","1","05","Grey Matter"
"Walter","Sure. Sure. Thank you for calling.","1","05","Grey Matter"
"Jesse","Yo!","1","05","Grey Matter"
"Walter","You wanna cook?","1","05","Grey Matter"
"Walter","Let's get something straight. This, the chemistry, is my realm. I am in charge of the cooking. Out there on the street, you deal with that. As far as our customers go, I don't wanna know anything about them. I don't want to see them. I don't want to hear from them. I want no interaction with them whatsoever. This operation is you and me, and I'm the silent partner. You got any issues with that?","1","06","Crazy Handful of Nothin'"
"Jesse","Whatever, man.","1","06","Crazy Handful of Nothin'"
"Walter","No matter what happens, no more bloodshed. No violence.","1","06","Crazy Handful of Nothin'"
"Skyler","Walt? You all right?","1","06","Crazy Handful of Nothin'"
"Walter","Oh, yeah. Yeah. I'm okay. You know, honey, you really don't have to…","1","06","Crazy Handful of Nothin'"
"Skyler","Look, I like being here with you.","1","06","Crazy Handful of Nothin'"
"Walter","I'm only saying that, I'd be okay with it, really, if you want to go. You know, actually, it would make me feel a little better knowing that you were there when Walter Jr. gets home from school.","1","06","Crazy Handful of Nothin'"
"Skyler","Okay. All right. You'll call me when you're finished?","1","06","Crazy Handful of Nothin'"
"Walter","Oh, yeah.","1","06","Crazy Handful of Nothin'"
"Skyler","And have you been in touch with Elliott? Because I haven't seen a check from him.","1","06","Crazy Handful of Nothin'"
"Walter","Yes, I got it.","1","06","Crazy Handful of Nothin'"
"Skyler","Really?","1","06","Crazy Handful of Nothin'"
"Walter","It came, yeah. Yeah, it came last week, and I put it right into my credit union account, all taken care of it.","1","06","Crazy Handful of Nothin'"
"Skyler","Good.","1","06","Crazy Handful of Nothin'"
"Walter","So we're good. We're good.","1","06","Crazy Handful of Nothin'"
"Walter","Could you not deposit this until Monday? Thank you.","1","06","Crazy Handful of Nothin'"
"Pharmacist","Call if the discomfort is too much. Otherwise, we'll see you next week.","1","06","Crazy Handful of Nothin'"
"Walter","Yeah.","1","06","Crazy Handful of Nothin'"
"Walter","Chemical reactions involve change on two levels  matter and energy. When a reaction is gradual, the change in energy is slight. I mean, you don't even notice the reaction is happening. For example, when rust collects on the underside of a car. But if a reaction happens quickly, otherwise harmless substances can interact in a way that generates enormous bursts of energy. Who can give me an example of rapid chemical reaction? Hint, hint. Right here.
Student  Like an expl*si*n?","1","06","Crazy Handful of Nothin'"
"Walter","Yes. Good. Explosions. Explosions are the result of chemical reactions happening almost instantaneously. And the faster reactants, i. e. , expl*sives, and fulminated mercury is a prime example of that, the faster they undergo change, the more violent the expl*si*n. So explosions. Okay, listen. Why don't you start reading on your own from the top of chapter 7, all right?","1","06","Crazy Handful of Nothin'"
"Hugo","You okay? I got it, Mr. White. Don't worry. You got kids to teach.","1","06","Crazy Handful of Nothin'"
"Walter","Thanks, Hugo.","1","06","Crazy Handful of Nothin'"
"Skyler","He's starting to lose weight, which is tough to see that. You know, to feel the difference when I put my arms around him. Can I talk to him?","1","06","Crazy Handful of Nothin'"
"Counselor","Of course.","1","06","Crazy Handful of Nothin'"
"Skyler","Walt when you don't let me in, when you don't tell me what's going on, I think it's like I feel like you don't even want me around sometimes.","1","06","Crazy Handful of Nothin'"
"Walter","No.","1","06","Crazy Handful of Nothin'"
"Skyler","And recently these afternoons, when you're coming home so late and we're just left wondering where you are.","1","06","Crazy Handful of Nothin'"
"Walter Jr","Yeah, Dad. What's up with that?","1","06","Crazy Handful of Nothin'"
"Counselor","Walt, is there anything else you're holding back from your family? Now's the time to share.","1","06","Crazy Handful of Nothin'"
"Walter","Well I like to be alone, I mean at times, and it's not about you, really. It's just that sometimes it feels better not to talk at all about anything, to anyone.","1","06","Crazy Handful of Nothin'"
"Counselor","Alone time can be helpful for some types. Maybe knowing what you do when you're alone might make it easier for your family to be more accepting of whatever it is you do alone.","1","06","Crazy Handful of Nothin'"
"Walter","Well I like to go on walks a couple of times a week, maybe more, after work. And I really enjoy nature. You know, the cacti, the vegetation, that kind of thing. It's really very therapeutic.","1","06","Crazy Handful of Nothin'"
"Jesse","Yo! You okay? Did you breathe that shit?","1","06","Crazy Handful of Nothin'"
"Walter","No. I'm just dizzy.","1","06","Crazy Handful of Nothin'"
"Jesse","Come here. Sit down, sit down.","1","06","Crazy Handful of Nothin'"
"Walter","I'm burning up.","1","06","Crazy Handful of Nothin'"
"Jesse","Take this off. Sit down. Get some air.","1","06","Crazy Handful of Nothin'"
"Walter","Oh, God. Yeah, that's better.","1","06","Crazy Handful of Nothin'"
"Jesse","When were you going to tell me?","1","06","Crazy Handful of Nothin'"
"Walter","Tell you what?","1","06","Crazy Handful of Nothin'"
"Jesse","Cancer. You got it, right?","1","06","Crazy Handful of Nothin'"
"Walter","How did you know?","1","06","Crazy Handful of Nothin'"
"Jesse","My aunt had one of those dots on her, to target the radiation. What is it in your lung? I'm your partner, man. You should have told me. That's not cool, okay? Not at all. What stage are you?","1","06","Crazy Handful of Nothin'"
"Walter","3a.","1","06","Crazy Handful of Nothin'"
"Jesse","Gone to your lymph nodes.","1","06","Crazy Handful of Nothin'"
"Walter","Your aunt. How bad was she when they caught it?","1","06","Crazy Handful of Nothin'"
"Jesse","Bad enough. She didn't last long.","1","06","Crazy Handful of Nothin'"
"Walter","How long?","1","06","Crazy Handful of Nothin'"
"Jesse","Seven months. I get it now. That's why you're doing all this. You want to make some cash for your people before you check out.","1","06","Crazy Handful of Nothin'"
"Walter","You got a problem with that?","1","06","Crazy Handful of Nothin'"
"Jesse","You tell me. You're the one that looks like you just crawled out of a microwave. You going to be able to finish the batch?","1","06","Crazy Handful of Nothin'"
"Walter","Yes.","1","06","Crazy Handful of Nothin'"
"Jesse","All right.","1","06","Crazy Handful of Nothin'"
"Walter","No. You do it.","1","06","Crazy Handful of Nothin'"
"Jesse","Me?","1","06","Crazy Handful of Nothin'"
"Walter","Yeah. What happened to your mad skills? Go on. Here. You do it. You can do it. If you have any questions, I'll be right out here.","1","06","Crazy Handful of Nothin'"
"Jesse","The next time, put an ice pack on your head during chemo. My aunt said it helped with the hair loss.","1","06","Crazy Handful of Nothin'"
"Hank","What's this? Christmas? This the one we found way out in the boonies, the cook site? Holy shit.","1","06","Crazy Handful of Nothin'"
"Steve","What?","1","06","Crazy Handful of Nothin'"
"Hank","Lab pulled up an imprint of some old writing that used to be on the inside. Old Magic Marker or something.","1","06","Crazy Handful of Nothin'"
"Steve","Yeah? What's it say?","1","06","Crazy Handful of Nothin'"
"Hank","""Property of J. P. Wynne Chemistry Lab."" That's Walt's school.","1","06","Crazy Handful of Nothin'"
"Walter","We were supposed to start at 3.","1","06","Crazy Handful of Nothin'"
"Jesse","I'm out there making fat stacks, man. Chill. Hey. Prepaid cell phone. Use it.","1","06","Crazy Handful of Nothin'"
"Walter","How much is this?","1","06","Crazy Handful of Nothin'"
"Jesse","26 big ones.","1","06","Crazy Handful of Nothin'"
"Walter","Is that all? $26,000?","1","06","Crazy Handful of Nothin'"
"Jesse","No, that's 26 hundred, and your share is 13, minus 25 bucks for that phone.","1","06","Crazy Handful of Nothin'"
"Walter","How much meth did you sell?","1","06","Crazy Handful of Nothin'"
"Jesse","Nearly an ounce.","1","06","Crazy Handful of Nothin'"
"Walter","Last time I checked, there were 16 ounces to a pound. You smoked the rest?","1","06","Crazy Handful of Nothin'"
"Jesse","I've been out there all night slinging crystal. You think it's cake moving a pound of meth one teenth at a time?","1","06","Crazy Handful of Nothin'"
"Walter","Why are you selling it in such small quantities? Why don't you just sell the whole pound at once?","1","06","Crazy Handful of Nothin'"
"Jesse","To who? What do I look like, Scarface?","1","06","Crazy Handful of Nothin'"
"Walter","This is unacceptable. I am breaking the law here. This return is too little for the risk. I thought you'd be ready for another pound today.","1","06","Crazy Handful of Nothin'"
"Jesse","You may know a lot about chemistry, but you don't know jack about slinging dope.","1","06","Crazy Handful of Nothin'"
"Walter","Well, I'll tell you, I know a lack of motivation when I see it. You've got to be more imaginative, you know? Just think outside the box here. We have to move our product in bulk, wholesale, now. How do we do that?","1","06","Crazy Handful of Nothin'"
"Jesse","What do you mean, to a distributor?","1","06","Crazy Handful of Nothin'"
"Walter","Yes. Yes. That's what we need. We need a distributor now. Do you know anyone like that?","1","06","Crazy Handful of Nothin'"
"Jesse","Yeah, I mean I used to until you k*lled him.","1","06","Crazy Handful of Nothin'"
"Walter","So who took Krazy-8's place?","1","06","Crazy Handful of Nothin'"
"Jesse","Some guy named Tuco. A bad ass, from what I hear.","1","06","Crazy Handful of Nothin'"
"Walter","Tuco, okay. So then just go talk to Tuco.","1","06","Crazy Handful of Nothin'"
"Jesse","Right. Like, ""Hello, sir. Hey, I know you don't know me, but would you be interested in a felony quantity of methamphetamine?""","1","06","Crazy Handful of Nothin'"
"Walter","Well, yes, but maybe with a little more salesmanship, perhaps?","1","06","Crazy Handful of Nothin'"
"Jesse","You just don't get it, man. This guy's O.G.","1","06","Crazy Handful of Nothin'"
"Walter","What does that mean?","1","06","Crazy Handful of Nothin'"
"Jesse","Jesus, look, he's upper level, man. He's not going to do business with some dude he doesn't know. You don't understand the way it works. You can't just bum rush some high-level iceman and start cutting deals, okay? It's risky. You need an intro. You need someone to vouch.","1","06","Crazy Handful of Nothin'"
"Walter","Well, who introduced you to Krazy-8?","1","06","Crazy Handful of Nothin'"
"Jesse","Emilio. That's only because I knew him from, like, third grade. We can't talk to Emilio, either.","1","06","Crazy Handful of Nothin'"
"Walter","All right, all right.","1","06","Crazy Handful of Nothin'"
"Jesse","Look, I'm telling you, Mr. White, it's too risky. Okay? I mean, we're making money. Why can't you just be satisfied with the way it is?","1","06","Crazy Handful of Nothin'"
"Walter","Jesus! Just grow some f*cking balls!","1","06","Crazy Handful of Nothin'"
"Teller","Wait till Monday again?","1","06","Crazy Handful of Nothin'"
"Walter","Yes, please. Thank you.","1","06","Crazy Handful of Nothin'"
"Hugo","Mr. White.","1","06","Crazy Handful of Nothin'"
"Walter","Thank you, Hugo.","1","06","Crazy Handful of Nothin'"
"Carmen","Knock-knock.","1","06","Crazy Handful of Nothin'"
"Walter","Oh, hey.","1","06","Crazy Handful of Nothin'"
"Carmen","How are you feeling, Walt?","1","06","Crazy Handful of Nothin'"
"Walter","Good.","1","06","Crazy Handful of Nothin'"
"Carmen","Are you up for having a visitor?","1","06","Crazy Handful of Nothin'"
"Hank","Hey, buddy.","1","06","Crazy Handful of Nothin'"
"Walter","Hank.","1","06","Crazy Handful of Nothin'"
"Carmen","Let me know if you need anything.","1","06","Crazy Handful of Nothin'"
"Walter","I will. Thank you, Carmen.","1","06","Crazy Handful of Nothin'"
"Carmen","No problem.","1","06","Crazy Handful of Nothin'"
"Hank","Damn. That chick's got an ass like an onion. Makes me want to cry.","1","06","Crazy Handful of Nothin'"
"Walter","So what are you doing here?","1","06","Crazy Handful of Nothin'"
"Hank","Well, I had some questions I wanted to run by you, work-related. You okay? I could come back later.","1","06","Crazy Handful of Nothin'"
"Walter","No, no, no, no. I'm fine. Everything's fine. What do you mean work-related, though?","1","06","Crazy Handful of Nothin'"
"Hank","Do you recognize that?","1","06","Crazy Handful of Nothin'"
"Walter","No.","1","06","Crazy Handful of Nothin'"
"Hank","That was used to cook meth. Found that on some Indian land about 40 miles from here. Old label on the inside used to say J. P. Wynne Chemistry Lab.","1","06","Crazy Handful of Nothin'"
"Walter","Really? I don't understand how that came from here.","1","06","Crazy Handful of Nothin'"
"Hank","I was hoping you could help me. We found it near an abandoned car belonging to one of our snitches.","1","06","Crazy Handful of Nothin'"
"Walter","A snitch?","1","06","Crazy Handful of Nothin'"
"Hank","Yeah, one of our confidential informants. Went missing a while back. No body yet, but we're pretty sure he's, you know. Probably chopped up in little pieces and fed to the buzzards. Anyway, any respirators like that go missing lately?","1","06","Crazy Handful of Nothin'"
"Walter","No. No. No, I mean, not that I know of.","1","06","Crazy Handful of Nothin'"
"Hank","I'll need to take a look at that inventory.","1","06","Crazy Handful of Nothin'"
"Walter","Sure. I got a list hanging on the wall.","1","06","Crazy Handful of Nothin'"
"Hank","You mind if I take a look at your storeroom?","1","06","Crazy Handful of Nothin'"
"Walter","Not at all, no. Be my guest.","1","06","Crazy Handful of Nothin'"
"Hank","Right. So who's got keys?","1","06","Crazy Handful of Nothin'"
"Walter","Well, the science faculty, the staff, Carmen, the vice principal has the master, and me.","1","06","Crazy Handful of Nothin'"
"Hank","How about students?","1","06","Crazy Handful of Nothin'"
"Walter","No, no. No students have keys.","1","06","Crazy Handful of Nothin'"
"Hank","I should hope not. My question is do any know where you keep them?","1","06","Crazy Handful of Nothin'"
"Walter","I don't think so. No. Besides, I keep them right here in my pocket anyway, so…","1","06","Crazy Handful of Nothin'"
"Hank","Walt, look, I know they're your students, but, do not underestimate them. Big mistake. Are there any other respirators?","1","06","Crazy Handful of Nothin'"
"Walter","Uh, no.","1","06","Crazy Handful of Nothin'"
"Hank","Because I'm counting six. Inventory says eight. Glassware looking a little sparse.","1","06","Crazy Handful of Nothin'"
"Walter","Is it?","1","06","Crazy Handful of Nothin'"
"Hank","Yeah. You're missing a couple of Erlenmeyer flasks at least. Oh, yeah. A 5,000 milliliter round bottom. Meth heads love to brew in this, baby. Going to answer that?","1","06","Crazy Handful of Nothin'"
"Walter","No, it's just, no, I don't.","1","06","Crazy Handful of Nothin'"
"Hank","Maybe it's Skyler. She's in trouble or something. Don't ignore it on my account. Answer it! C'mon, I got stuff to do. Jeez.","1","06","Crazy Handful of Nothin'"
"Walter","Okay. Hello.","1","06","Crazy Handful of Nothin'"
"Jesse","Yo. What's up, Mr. W?","1","06","Crazy Handful of Nothin'"
"Walter","Speaking.","1","06","Crazy Handful of Nothin'"
"Jesse","Bad time to talk?","1","06","Crazy Handful of Nothin'"
"Walter","Absolutely.","1","06","Crazy Handful of Nothin'"
"Jesse","All right, so just listen. You know that guy we were talking about, Tuco? Turns out my boy Skinny Pete was in the same cellblock with him over at Los Lunas. So we got our in. We're hauling a pound to the dude right now.","1","06","Crazy Handful of Nothin'"
"Walter","Okay, then. Thank you very much for calling. My doctor is very solicitous.","1","06","Crazy Handful of Nothin'"
"Hank","Look, buddy, the last thing I want to do is get you in hot water, but some meth monkey had a feeding frenzy in here, okay? You got to keep a better watch over your turf.","1","06","Crazy Handful of Nothin'"
"Walter","I will.","1","06","Crazy Handful of Nothin'"
"Hank","We don't want people to start wondering about you, right?","1","06","Crazy Handful of Nothin'"
"Walter","Right. No. Right. Absolutely not.","1","06","Crazy Handful of Nothin'"
"Jesse","So you're sure you're tight with this guy?","1","06","Crazy Handful of Nothin'"
"Skinny Pete","Two nuts in a ball sack, yo. Yo, man, I'm Skinny Pete!","1","06","Crazy Handful of Nothin'"
"Jesse","Maybe this isn't such a good idea, yo. Come on.","1","06","Crazy Handful of Nothin'"
"Skinny Pete","Atta man. That's what's happening. Yo, Tuco's expecting us. No need, man. Me and Tuco go back. Tuco. What's happening, my brother? Sick crib, yo. You been keeping it real since you been sprung. What's it been, like a year?","1","06","Crazy Handful of Nothin'"
"Tuco","This your boy?","1","06","Crazy Handful of Nothin'"
"Skinny Pete","Yeah, Jesse. The dude with the glass I was telling you about.","1","06","Crazy Handful of Nothin'"
"Jesse","Hey, man. Yeah, I've heard a lot about you.","1","06","Crazy Handful of Nothin'"
"Tuco","Break out the ice. Take a bump.","1","06","Crazy Handful of Nothin'"
"Jesse","No worries, man. I'm no cop.","1","06","Crazy Handful of Nothin'"
"Tuco","I said hit it.","1","06","Crazy Handful of Nothin'"
"Jesse","All right.","1","06","Crazy Handful of Nothin'"
"Tuco","Boo ya! Woo! This kicks like a mule with his balls wrapped in duct tape. Woo! Where'd you get it?","1","06","Crazy Handful of Nothin'"
"Jesse","I cooked it.","1","06","Crazy Handful of Nothin'"
"Tuco","Bullshit! Who you working for?","1","06","Crazy Handful of Nothin'"
"Jesse","No one, man. I mean, I have a partner that I cook with, but that's it.","1","06","Crazy Handful of Nothin'"
"Tuco","All right. We got a deal.","1","06","Crazy Handful of Nothin'"
"Skinny Pete","See? I told you Tuco would hook you up.","1","06","Crazy Handful of Nothin'"
"Jesse","Cool. I haven't said how much.","1","06","Crazy Handful of Nothin'"
"Tuco","All right. How much?","1","06","Crazy Handful of Nothin'"
"Jesse","35 large for the pound.","1","06","Crazy Handful of Nothin'"
"Tuco","Well, you're a little light, ese. It's all right. Don't sweat it. It's all good. It's good. Go on. Get out of here.","1","06","Crazy Handful of Nothin'"
"Jesse","What about the money?","1","06","Crazy Handful of Nothin'"
"Tuco","You'll get it. This is a consignment operation.","1","06","Crazy Handful of Nothin'"
"Jesse","You want me to float 35 G's?","1","06","Crazy Handful of Nothin'"
"Tuco","You don't trust me?","1","06","Crazy Handful of Nothin'"
"Jesse","No, no. Hey, it's not that, man. It's just, you know, I don't do business that way.","1","06","Crazy Handful of Nothin'"
"Tuco","Tough shit! The deal is done!","1","06","Crazy Handful of Nothin'"
"Jesse","You said this was cool. Get money for meth. Cash up front.","1","06","Crazy Handful of Nothin'"
"Skinny Pete","Don't front, dude. Tuco's good for it.","1","06","Crazy Handful of Nothin'"
"Tuco","I don't need your punk ass to vouch for me!","1","06","Crazy Handful of Nothin'"
"Jesse","Come on! Oh, come on!","1","06","Crazy Handful of Nothin'"
"Tuco","All right, you brought me some really clean crystal. Do you really want your money up front? Up front. Nobody moves crystal in the South Valley but me, bitch!","1","06","Crazy Handful of Nothin'"
"Hank","Good morning, Hugo. Don't mind if I call you Hugo, Hugo?","1","06","Crazy Handful of Nothin'"
"Walter Jr","Is that Uncle Hank? Uncle Hank's arresting Mr. Archuleta.","1","06","Crazy Handful of Nothin'"
"Carmen","This doesn't make any sense to me at all. I don't understand.","1","06","Crazy Handful of Nothin'"
"Hank","I got two words for you  background check. How about that?","1","06","Crazy Handful of Nothin'"
"Jesse","Yo, yo, yo. 148-3369, representing the ABQ. What up, biatch? Leave it at the tone.","1","06","Crazy Handful of Nothin'"
"Walter","Where the hell are you? Call me back.","1","06","Crazy Handful of Nothin'"
"Skyler","Hey, Walt.","1","06","Crazy Handful of Nothin'"
"Walter","Yeah?","1","06","Crazy Handful of Nothin'"
"Skyler","Hank's about to deal.","1","06","Crazy Handful of Nothin'"
"Walter","Okay. I'll be right there.","1","06","Crazy Handful of Nothin'"
"Hank","All right. Let's see what the turn brings us.","1","06","Crazy Handful of Nothin'"
"Marie","You're looking good, Walt. Your color's better.","1","06","Crazy Handful of Nothin'"
"Walter","Yeah? Thanks.","1","06","Crazy Handful of Nothin'"
"Skyler","He's actually on the pretty strong stuff now. Dr. Delcavoli is trying to talk him into taking some time off from work, but...","1","06","Crazy Handful of Nothin'"
"Walter","Well, actually, I just talked to Carmen this morning, and they're getting a substitute for a few weeks. I just didn't have a chance to tell you. Sorry.","1","06","Crazy Handful of Nothin'"
"Hank","Your bet, tough guy.","1","06","Crazy Handful of Nothin'"
"Walter Jr","Check.","1","06","Crazy Handful of Nothin'"
"Skyler","Yeah. Check.","1","06","Crazy Handful of Nothin'"
"Marie","Check's in the mail. 10 million.","1","06","Crazy Handful of Nothin'"
"Hank","Red's 25 million. Blue's 10.","1","06","Crazy Handful of Nothin'"
"Marie","Then 25 million because that's how I roll.","1","06","Crazy Handful of Nothin'"
"Walter Jr","Hey, Uncle Hank, why were you arresting Mr. Archuleta the other day? He's a pretty cool guy.","1","06","Crazy Handful of Nothin'"
"Hank","Well, turns out that he has a record. Yeah. Couple of possession beefs. We figure he was the guy that was stealing your school's chemistry gear. I mean, you know, he had a key. Fit the profile. When we searched his truck, we found a big old fat blunt, which goes to prove old Huge Hugo ain't so cool after all. It's to you, Walt.","1","06","Crazy Handful of Nothin'"
"Walter","Yeah, I'll call.","1","06","Crazy Handful of Nothin'"
"Skyler","I can't believe the school system didn't know about this guy's record. I mean, that's pretty scary. How could something like that just slip through the cracks?","1","06","Crazy Handful of Nothin'"
"Walter","I don't know. I mean, for what it's worth, Hugo just doesn't strike me as the thief.","1","06","Crazy Handful of Nothin'"
"Hank","Yeah, well, nothing personal, Walt, but you wouldn't know a criminal if he was close enough to check you for a hernia. Now, that said, we got a search warrant, and we tore old Hugo's house apart. Turns out he's a major league pothead. But he didn't raid your chemistry set. You hiding something?","1","06","Crazy Handful of Nothin'"
"Walter","I'm in.","1","06","Crazy Handful of Nothin'"
"Walter Jr","Yeah, I got nothing.","1","06","Crazy Handful of Nothin'"
"Skyler","I'm out.","1","06","Crazy Handful of Nothin'"
"Marie","I'm out.","1","06","Crazy Handful of Nothin'"
"Hank","Yowsa! When old ""holes in her purse"" bails, you know you're in deep. Looks like it's you and me, buddy.","1","06","Crazy Handful of Nothin'"
"Walter","What's going to happen to him? Hugo.","1","06","Crazy Handful of Nothin'"
"Hank","Well, I mean, he's going to lose his job, like he should. Probably spend a couple months in County, as it's not his first rap. I'm waiting. You going to man up, or you're going to puss out?","1","06","Crazy Handful of Nothin'"
"Skyler","Hank.","1","06","Crazy Handful of Nothin'"
"Hank","What? Sorry.","1","06","Crazy Handful of Nothin'"
"Walter","I'm all in.","1","06","Crazy Handful of Nothin'"
"Hank","No. You bad, bad, bad, horrible liar. What are you smoking there, huh? You got a heart? You got the flush, don't you? Nope. Not falling for it, buddy. I fold.","1","06","Crazy Handful of Nothin'"
"Marie","Talk about anti-climactic. Your cards couldn't have been that bad. Oh, my God. You threw away an ace...","1","06","Crazy Handful of Nothin'"
"Hank","What are you doing? Don't.","1","06","Crazy Handful of Nothin'"
"Marie","...and a cowboy, for...a handful of nothing.","1","06","Crazy Handful of Nothin'"
"Walter","Who is this? I was dialing Jesse Pinkman. Well, where is he, then?","1","06","Crazy Handful of Nothin'"
"Skinny Pete","You the guy?","1","06","Crazy Handful of Nothin'"
"Walter","Yeah, I'm the guy. How is he?","1","06","Crazy Handful of Nothin'"
"Skinny Pete","Got some busted ribs and like that. Got messed up pretty good. I was all like ""Damn, Tuco, chill, ese."" I don't know what got into him. Seriously. Oh, he's out, man, way out. They got him doped up big-time. So you're the cook, huh? Yo, I didn't catch your name.","1","06","Crazy Handful of Nothin'"
